Id	LotArea	paved_street	Alley	regular_lot_shape	level_land_contour	gentle_land_slope	one_family_building	YearBuilt	YearRemodAdd	BsmtFinSF1	BsmtFinSF2	BsmtUnfSF	TotalBsmtSF	central_air	1stFlrSF	2ndFlrSF	LowQualFinSF	GrLivArea	BsmtFullBath	BsmtHalfBath	FullBath	HalfBath	BedroomAbvGr	KitchenAbvGr	TotRmsAbvGrd	Fireplaces	GarageCars	GarageArea	paved_driveway	WoodDeckSF	OpenPorchSF	EnclosedPorch	3SsnPorch	ScreenPorch	PoolArea	MiscVal	YrSold	SalePrice
318	9000	1	0	1	1	1	1	2006	2006	0	0	1088	1088	1	1088	871	0	1959	0	0	2	1	3	1	8	1	3	1025	1	208	46	0	0	0	0	0	2007	270000
319	9900	1	0	1	0	0	1	1993	1993	987	0	360	1347	1	1372	1274	0	2646	1	0	2	1	4	1	9	1	3	656	1	340	60	144	0	0	0	0	2009	260000
320	14115	1	0	1	1	1	1	1980	1980	1036	0	336	1372	1	1472	0	0	1472	1	0	2	0	3	1	6	2	2	588	1	233	48	0	0	0	0	0	2009	187500
321	16259	1	0	1	1	1	1	2006	2006	0	0	1249	1249	1	1249	1347	0	2596	0	0	3	1	4	1	9	0	3	840	1	240	154	0	0	0	0	0	2006	342643
322	12099	1	0	0	1	1	1	2004	2004	970	0	166	1136	1	1136	1332	0	2468	1	0	2	1	4	1	10	1	3	872	1	184	154	0	0	0	0	0	2007	354000
323	10380	1	0	0	1	1	1	1986	1987	28	1474	0	1502	1	1553	1177	0	2730	1	0	2	1	4	1	8	1	2	576	1	201	96	0	0	0	0	0	2007	301000
324	5820	1	0	1	1	1	1	1955	2005	256	0	906	1162	1	1163	0	0	1163	1	0	1	0	3	1	6	0	1	220	1	142	98	0	0	0	0	0	2006	126175
325	11275	1	0	1	1	1	1	1967	2007	0	0	710	710	1	1898	1080	0	2978	0	0	2	1	5	1	11	1	2	564	1	240	0	0	0	0	0	0	2010	242000
326	5000	1	0	1	1	1	1	1941	1950	116	0	604	720	0	803	0	0	803	0	0	1	0	2	1	5	0	2	360	1	0	0	244	0	0	0	0	2007	87000
327	10846	1	0	0	1	1	0	1993	1993	1619	0	100	1719	1	1719	0	0	1719	2	0	1	1	1	1	6	2	2	473	1	122	30	0	0	0	0	0	2008	324000
328	11600	1	0	1	1	1	1	1960	1960	565	0	818	1383	1	1383	0	0	1383	0	0	1	1	3	1	7	0	1	292	1	0	45	0	0	0	0	0	2006	145250
329	11888	1	1	0	0	1	1	1916	1994	0	0	844	844	0	1445	689	0	2134	0	0	2	0	5	1	10	0	2	441	1	0	60	268	0	0	0	0	2009	214500
330	6402	1	0	1	1	1	1	1920	1950	0	0	596	596	0	596	596	0	1192	0	0	1	0	3	1	6	0	1	189	0	0	0	137	0	0	0	0	2009	78000
331	10624	1	0	0	1	1	0	1964	1964	40	264	1424	1728	1	1728	0	0	1728	0	1	2	0	6	2	10	0	1	352	1	155	0	0	0	0	0	0	2007	119000
332	8176	1	0	1	1	1	1	1958	1992	846	0	210	1056	1	1056	0	0	1056	1	0	1	0	3	1	6	0	1	308	1	0	0	0	0	0	0	0	2007	139000
333	10655	1	0	0	1	1	1	2003	2004	1124	479	1603	3206	1	1629	0	0	1629	1	0	2	0	3	1	7	1	3	880	1	0	0	0	0	0	0	0	2009	284000
334	8198	1	0	1	1	1	0	2004	2004	720	0	638	1358	1	1358	0	0	1358	1	0	2	0	2	1	6	1	2	484	1	192	30	0	0	0	0	0	2008	207000
335	9042	1	0	0	1	1	1	1998	1998	828	0	115	943	1	943	695	0	1638	1	0	2	1	3	1	7	2	2	472	1	100	38	0	0	0	0	0	2008	192000
336	164660	0	0	0	0	0	0	1965	1965	1249	147	103	1499	1	1619	167	0	1786	2	0	2	0	3	1	7	2	2	529	1	670	0	0	0	0	0	700	2008	228950
337	14157	1	0	0	0	1	1	2005	2006	1249	0	673	1922	1	1922	0	0	1922	1	0	2	0	3	1	8	1	3	676	1	178	51	0	0	0	0	0	2007	377426
338	9135	1	0	1	1	1	1	2002	2003	810	0	726	1536	1	1536	0	0	1536	1	0	2	0	3	1	7	0	2	532	1	192	74	0	0	0	0	0	2008	214000
339	14145	1	0	1	1	1	1	1984	1998	213	0	995	1208	1	1621	0	0	1621	1	0	2	0	3	1	8	0	2	440	1	108	45	0	0	0	0	400	2006	202500
340	12400	1	0	0	1	1	1	1958	1998	585	0	630	1215	1	1215	0	0	1215	0	0	1	0	3	1	6	0	1	297	1	0	0	0	0	234	0	0	2009	155000
341	14191	1	0	1	1	1	1	2002	2002	0	0	967	967	1	993	915	0	1908	0	0	2	1	4	1	9	0	2	431	1	135	0	0	0	0	0	0	2010	202900
342	8400	1	0	1	1	1	1	1950	1950	0	0	721	721	1	841	0	0	841	0	0	1	0	2	1	4	0	1	294	0	250	0	24	0	0	0	0	2009	82000
343	8544	1	0	1	1	1	0	1949	1950	0	0	0	0	0	1040	0	0	1040	0	0	2	0	2	2	6	0	2	400	1	0	0	0	0	0	0	0	2006	87500
344	8849	1	0	0	1	1	0	2005	2005	28	0	1656	1684	1	1684	0	0	1684	0	0	2	0	2	1	6	1	2	564	1	495	72	0	0	0	0	0	2008	266000
345	2592	1	0	1	1	1	0	1976	1976	129	232	175	536	1	536	576	0	1112	0	0	1	1	3	1	4	0	1	336	1	182	0	0	0	0	0	0	2010	85000
346	6435	1	0	1	1	1	1	1939	1950	0	0	972	972	1	972	605	0	1577	0	0	1	0	3	1	6	1	1	312	1	0	0	0	0	0	0	0	2006	140200
347	12772	1	0	0	1	1	1	1960	1998	498	0	460	958	1	958	0	0	958	0	0	1	0	2	1	5	0	1	301	1	0	0	0	0	0	0	15500	2007	151500
348	17600	1	0	0	1	1	1	1960	1960	1270	0	208	1478	1	1478	0	0	1478	1	0	2	0	3	1	6	2	2	498	1	0	40	0	0	0	0	0	2009	157500
349	2448	1	0	1	1	1	0	2003	2004	573	0	191	764	1	764	862	0	1626	1	0	2	1	2	1	6	0	2	474	1	0	27	0	0	0	0	0	2008	154000
350	20431	1	0	0	1	1	1	2005	2006	1410	0	438	1848	1	1848	880	0	2728	1	0	2	1	4	1	10	2	3	706	1	0	0	0	0	0	0	0	2006	437154
351	7820	1	0	0	1	1	0	2007	2007	0	0	1869	1869	1	1869	0	0	1869	0	0	2	0	2	1	6	1	2	617	1	210	54	0	0	0	0	0	2007	318061
352	5271	1	0	0	0	0	1	1986	1986	1082	0	371	1453	1	1453	0	0	1453	1	0	1	1	2	1	6	1	2	445	1	0	80	0	0	184	0	0	2006	190000
353	9084	1	0	1	1	1	1	1941	1950	236	380	0	616	0	616	495	0	1111	0	1	1	0	3	1	5	0	1	200	1	48	0	0	0	0	0	0	2008	95000
354	8520	1	0	1	1	1	1	1928	2003	0	0	624	624	1	720	0	0	720	0	0	1	0	2	1	5	0	2	484	1	106	0	0	0	0	0	0	2010	105900
355	8400	1	0	1	0	1	1	1940	2000	388	0	552	940	1	1192	403	0	1595	0	0	1	0	2	1	6	2	1	240	1	0	0	108	0	0	0	0	2006	140000
356	11249	1	0	0	1	1	1	1995	1995	334	544	322	1200	1	1200	0	0	1200	1	0	2	0	3	1	6	0	2	521	1	0	26	0	0	0	0	0	2007	177500
357	9248	1	0	0	1	1	1	1992	1992	560	0	598	1158	1	1167	0	0	1167	1	0	2	0	3	1	6	0	2	400	1	120	26	0	0	0	0	0	2009	173000
358	4224	1	0	1	1	1	0	1976	1976	874	0	268	1142	1	1142	0	0	1142	1	0	1	1	3	1	6	1	2	528	1	536	90	0	0	0	0	0	2007	134000
359	6930	1	0	0	1	1	1	1958	1958	300	294	468	1062	1	1352	0	0	1352	0	1	1	0	3	1	6	0	1	288	1	168	0	294	0	0	0	0	2006	130000
360	12011	1	0	0	1	1	1	1998	1998	956	0	130	1086	1	1086	838	0	1924	1	0	2	1	3	1	7	1	2	592	1	208	75	0	0	374	0	0	2006	280000
361	7540	1	0	0	1	1	1	1978	1978	773	0	115	888	1	912	0	0	912	1	0	1	0	2	1	5	1	2	470	1	0	0	0	0	192	0	0	2007	156000
362	9144	1	1	1	1	1	1	1940	1982	399	0	484	883	1	988	517	0	1505	1	0	1	0	3	1	8	0	1	240	0	0	0	0	0	0	0	0	2008	145000
363	7301	1	0	1	1	1	1	2003	2003	0	0	0	0	1	495	1427	0	1922	0	0	3	0	4	1	7	1	2	672	1	0	0	177	0	0	0	0	2009	198500
364	1680	1	0	1	1	1	0	1972	2007	162	0	321	483	1	483	504	0	987	0	0	1	1	2	1	5	0	1	264	1	250	0	0	0	0	0	0	2009	118000
365	18800	1	0	0	1	1	1	1976	1976	712	0	84	796	1	790	784	0	1574	1	0	2	1	3	1	6	1	2	566	1	306	111	0	0	0	0	0	2006	190000
366	10690	1	0	1	1	1	1	1920	1997	456	0	216	672	1	672	672	0	1344	0	0	1	0	3	1	6	0	1	468	1	0	128	218	0	0	0	0	2009	147000
367	9500	1	0	0	1	1	1	1963	1963	609	0	785	1394	1	1394	0	0	1394	1	0	1	1	3	1	6	2	2	514	1	0	76	0	0	185	0	0	2009	159000
368	9150	1	0	0	1	1	1	1962	1962	371	0	728	1099	1	1431	0	0	1431	0	1	1	0	3	1	6	1	1	296	1	64	110	0	0	0	0	0	2008	165000
369	7800	1	0	1	1	1	1	1954	1954	540	0	728	1268	1	1268	0	0	1268	0	0	1	0	2	1	7	1	1	244	1	0	98	0	0	0	0	0	2010	132000
370	9830	1	0	0	1	1	1	1959	2006	72	258	733	1063	1	1287	0	0	1287	1	0	1	0	3	1	7	1	2	576	1	364	17	0	0	182	0	0	2010	162000
371	8121	1	0	0	1	1	1	2000	2000	0	0	953	953	1	953	711	0	1664	0	0	2	1	3	1	7	1	2	460	1	100	40	0	0	0	0	0	2006	172400
372	17120	1	0	1	1	1	1	1959	1959	0	0	0	0	1	1120	468	0	1588	0	0	2	0	4	1	7	1	2	680	0	0	59	0	0	0	0	0	2008	134432
373	7175	1	0	1	1	1	0	1984	1984	623	121	0	744	1	752	0	0	752	1	0	1	0	2	1	4	0	1	264	1	353	0	0	0	90	0	0	2010	125000
374	10634	1	0	1	1	1	1	1953	1953	428	180	0	608	1	1319	0	0	1319	1	0	1	0	3	1	5	0	1	270	1	66	0	0	0	0	0	0	2009	123000
375	8200	1	0	1	1	1	1	2003	2004	0	0	847	847	1	847	1081	0	1928	0	0	2	1	4	1	8	1	2	434	1	100	48	0	0	0	0	0	2007	219500
376	10020	1	0	0	0	0	1	1922	1950	350	0	333	683	0	904	0	0	904	1	0	0	1	1	1	4	0	0	0	1	0	0	0	0	0	0	0	2009	61000
377	8846	1	0	0	1	1	1	1996	1996	298	0	572	870	1	914	0	0	914	0	0	1	0	2	1	5	0	2	576	1	0	0	0	0	0	0	0	2006	148000
378	11143	1	0	0	1	1	1	2004	2005	0	0	1580	1580	1	1580	886	0	2466	0	0	3	0	4	1	8	1	2	610	1	159	214	0	0	0	0	0	2007	340000
379	11394	1	0	1	1	1	1	2010	2010	1445	0	411	1856	1	1856	0	0	1856	1	0	1	1	1	1	8	1	3	834	1	113	0	0	0	0	0	0	2010	394432
380	8123	1	0	0	1	1	1	2000	2000	0	0	982	982	1	1007	793	0	1800	0	0	2	1	3	1	7	1	2	463	1	100	63	0	0	0	0	0	2009	179000
381	5000	1	1	1	1	1	1	1924	1950	218	0	808	1026	1	1026	665	0	1691	0	0	2	0	3	1	6	1	1	308	1	0	0	242	0	0	0	0	2010	127000
382	7200	1	1	1	1	1	1	2006	2006	0	0	1293	1293	1	1301	0	0	1301	1	0	2	0	2	1	5	1	2	572	1	216	121	0	0	0	0	0	2006	187750
383	9245	1	0	0	1	1	1	2006	2006	0	0	939	939	1	939	858	0	1797	0	0	2	1	3	1	8	0	2	639	1	144	53	0	0	0	0	0	2007	213500
384	9000	1	0	1	1	1	1	1928	1950	0	0	784	784	0	784	0	0	784	0	0	1	0	2	1	5	0	2	360	0	0	0	91	0	0	0	0	2009	76000
385	53107	1	0	0	0	0	1	1992	1992	985	0	595	1580	1	1079	874	0	1953	1	0	2	1	3	1	9	2	2	501	1	216	231	0	0	0	0	0	2007	240000
386	3182	1	0	1	1	1	0	2004	2005	24	0	1232	1256	1	1269	0	0	1269	0	0	2	0	2	1	6	1	2	430	1	146	20	0	0	144	0	0	2010	192000
387	8410	1	0	1	1	1	1	1910	1996	0	0	658	658	1	658	526	0	1184	0	0	1	0	5	1	8	0	0	0	0	0	151	0	0	0	0	0	2006	81000
388	7200	1	0	1	1	1	1	1976	1976	631	0	410	1041	1	1125	0	0	1125	1	0	1	0	3	1	6	1	1	352	1	296	0	0	0	0	0	0	2009	125000
389	9382	1	0	0	1	1	1	1999	2000	0	0	1468	1468	1	1479	0	0	1479	0	0	2	0	3	1	6	0	2	577	1	120	25	0	0	0	0	0	2008	191000
390	12474	1	0	1	1	1	1	2007	2008	1280	0	402	1682	1	1742	590	0	2332	1	0	2	1	3	1	9	1	3	846	1	196	134	0	0	0	0	0	2008	426000
391	8405	1	1	1	1	1	1	1900	1950	241	391	229	861	1	961	406	0	1367	1	0	1	0	4	1	7	0	1	384	1	0	130	112	0	0	0	0	2008	119000
392	12209	1	0	0	1	1	1	2001	2002	690	0	114	804	1	804	1157	0	1961	1	0	2	1	3	1	7	1	2	560	1	125	192	0	0	0	0	0	2009	215000
393	8339	1	0	0	1	1	1	1959	1959	0	0	0	0	1	882	0	0	882	0	0	1	0	3	1	5	0	1	294	1	0	0	0	0	0	0	1200	2007	106500
394	7446	1	0	1	1	1	1	1941	1950	266	0	522	788	1	788	0	0	788	0	0	1	0	2	1	4	2	0	0	1	0	0	0	0	0	0	0	2006	100000
395	10134	1	0	1	1	1	1	1940	1950	0	0	735	735	1	735	299	0	1034	0	0	1	0	2	1	5	0	1	240	1	0	39	0	0	0	0	0	2007	109000
396	9571	1	0	1	1	1	1	1956	1956	739	0	405	1144	1	1144	0	0	1144	1	0	1	0	3	1	6	0	1	596	1	44	0	0	0	0	0	0	2010	129000
397	7200	1	0	1	0	1	1	1972	1972	777	0	117	894	1	894	0	0	894	0	0	1	0	2	1	6	0	2	600	1	215	0	0	0	0	0	0	2009	123000
398	7590	1	0	1	1	1	1	1962	1962	540	0	324	864	1	876	936	0	1812	0	0	2	0	4	1	8	1	1	264	1	0	168	0	0	0	0	0	2007	169500
399	8967	1	0	1	1	1	1	1920	1950	0	0	961	961	1	1077	0	0	1077	0	0	1	0	2	1	6	0	1	338	0	0	0	0	0	0	0	0	2007	67000
400	8125	1	0	1	1	1	1	2006	2007	812	0	280	1092	1	1112	438	0	1550	1	0	2	0	2	1	7	0	2	438	1	0	168	0	0	0	0	0	2009	241000
401	14963	1	0	0	1	1	0	1996	1996	786	0	474	1260	1	1288	0	0	1288	1	0	1	1	1	1	4	2	2	500	1	120	30	0	0	224	0	0	2008	245500
402	8767	1	0	0	1	1	1	2005	2005	24	0	1286	1310	1	1310	0	0	1310	0	0	2	0	3	1	6	1	2	400	1	0	0	0	0	0	0	0	2006	164990
403	10200	1	0	1	1	1	1	1940	1997	0	0	672	672	1	672	0	0	672	0	0	1	0	2	1	4	0	1	240	0	168	0	0	0	0	0	0	2008	108000
404	12090	1	0	1	1	1	1	1998	1998	0	0	1141	1141	1	1165	1098	0	2263	0	0	2	1	4	1	10	1	2	420	1	144	123	0	0	0	0	0	2006	258000
405	10364	1	0	0	1	1	1	1995	1996	0	0	806	806	1	806	766	0	1572	0	0	2	1	3	1	7	1	2	373	1	0	40	0	0	0	0	0	2007	168000
406	9991	1	0	0	1	1	1	1976	1993	1116	0	165	1281	1	1620	0	0	1620	1	0	2	0	3	1	8	1	2	490	1	120	78	0	0	0	0	0	2009	150000
407	10480	1	0	1	1	1	1	1936	1950	0	0	1064	1064	1	1166	0	473	1639	0	0	1	0	3	1	6	0	1	240	1	0	0	0	0	0	0	0	2008	115000
408	15576	1	0	1	1	1	1	1915	1976	0	0	840	840	1	840	840	0	1680	0	0	2	0	4	1	8	0	1	308	1	0	0	160	0	0	0	0	2008	177000
409	14154	1	0	1	1	1	1	2006	2006	0	0	1063	1063	1	1071	1101	0	2172	0	0	2	1	3	1	9	1	3	947	1	192	62	0	0	0	0	0	2007	280000
410	10800	1	0	1	1	1	1	2007	2008	789	0	245	1034	1	1050	1028	0	2078	1	0	2	1	3	1	8	1	3	836	1	0	102	0	0	0	0	0	2008	339750
411	9571	1	0	1	1	1	1	1958	1958	0	0	1276	1276	1	1276	0	0	1276	0	0	1	0	3	1	5	0	1	350	1	0	0	0	0	0	0	0	2009	60000
412	34650	1	0	1	0	1	0	1955	1955	1056	0	0	1056	0	1056	0	0	1056	1	0	1	0	3	1	5	0	2	572	1	264	0	0	0	0	0	0	2006	145000
413	4403	1	0	0	1	1	1	2009	2009	578	0	892	1470	1	1478	0	0	1478	1	0	2	1	2	1	7	1	2	484	1	0	144	0	0	0	0	0	2010	222000
414	8960	1	1	1	1	1	1	1927	1950	0	0	1008	1008	1	1028	0	0	1028	0	0	1	0	2	1	5	1	2	360	1	0	0	130	0	0	0	0	2010	115000
415	11228	1	0	0	1	1	1	1993	1993	50	531	499	1080	1	1080	1017	0	2097	0	1	2	1	3	1	9	1	3	678	1	196	187	0	0	0	0	0	2008	228000
416	8899	1	0	0	1	1	1	2007	2007	24	0	1316	1340	1	1340	0	0	1340	0	0	2	0	3	1	6	0	2	396	1	100	30	0	0	0	0	0	2007	181134
417	7844	1	0	1	1	1	1	1978	1978	209	0	463	672	1	672	728	0	1400	0	0	1	1	3	1	6	1	2	440	1	0	0	0	0	0	0	0	2006	149500
418	22420	1	0	0	1	1	1	1918	1950	1128	0	242	1370	0	1370	1254	0	2624	1	0	2	1	4	1	10	1	3	864	0	0	0	0	0	0	0	0	2007	239000
419	8160	1	0	1	1	1	1	1940	1950	312	0	444	756	0	756	378	0	1134	1	0	1	1	3	1	7	0	1	240	0	0	0	0	0	0	0	0	2007	126000
420	8450	1	0	1	1	1	1	1968	1968	775	0	281	1056	1	1056	0	0	1056	1	0	1	0	3	1	6	1	1	304	1	0	85	184	0	0	0	0	2010	142000
421	7060	1	0	1	1	1	0	1997	1998	1309	0	35	1344	1	1344	0	0	1344	2	0	2	0	2	2	8	0	4	784	1	0	0	0	0	0	0	0	2008	206300
422	16635	1	0	0	1	1	1	1977	2000	1246	0	356	1602	1	1602	0	0	1602	0	1	2	0	3	1	8	1	2	529	1	240	0	0	0	0	0	0	2009	215000
423	21750	1	0	1	0	0	1	1954	1954	0	0	988	988	1	988	0	0	988	0	0	1	0	2	1	4	0	2	520	0	0	0	0	0	0	0	0	2008	113000
424	9200	1	0	1	1	1	1	1998	1998	986	0	484	1470	1	1470	1160	0	2630	1	0	2	1	4	1	8	1	3	696	1	0	66	0	0	0	0	0	2008	315000
425	9000	1	0	1	1	1	1	1956	1956	616	0	580	1196	1	1196	0	0	1196	1	0	1	0	2	1	6	1	1	297	1	0	44	0	0	0	0	0	2008	139000
426	3378	1	1	1	0	1	1	1946	1992	0	0	651	651	1	707	682	0	1389	0	0	1	1	3	1	6	2	1	240	0	0	0	126	0	0	0	0	2009	135000
427	12800	1	0	1	0	0	1	1989	1989	1518	0	0	1518	1	1644	0	0	1644	1	1	2	0	2	1	5	1	2	569	1	80	0	0	0	396	0	0	2009	275000
428	8593	1	0	0	1	1	1	1957	1957	288	0	619	907	1	907	0	0	907	0	0	1	0	3	1	5	0	1	352	1	0	0	0	0	0	0	0	2008	109008
429	6762	1	0	1	1	1	1	2007	2007	664	0	544	1208	1	1208	0	0	1208	1	0	2	0	2	1	6	0	2	628	1	105	54	0	0	0	0	0	2007	195400
430	11457	1	0	0	1	1	1	1988	1988	1005	0	387	1392	1	1412	0	0	1412	1	0	2	0	3	1	6	1	2	576	1	0	0	169	0	0	0	0	2009	175000
431	1680	1	0	1	1	1	0	1971	1971	387	0	96	483	1	483	504	0	987	0	0	1	1	2	1	4	0	1	264	1	0	0	0	0	0	0	0	2008	85400
432	5586	1	0	0	0	1	1	1920	1998	0	0	901	901	1	1088	110	0	1198	0	0	1	0	4	1	7	0	0	0	0	0	98	0	0	0	0	0	2008	79900
433	1920	1	0	1	1	1	0	1971	1971	471	0	294	765	1	765	600	0	1365	1	0	1	1	2	1	6	0	2	440	1	240	36	0	0	0	0	0	2007	122500
434	10839	1	0	0	1	1	1	1997	1998	0	0	926	926	1	926	678	0	1604	0	0	2	1	3	1	7	1	2	470	1	0	36	0	0	0	0	0	2008	181000
435	1890	1	0	1	1	1	0	1972	1972	495	0	135	630	1	630	0	0	630	1	0	1	0	1	1	3	0	0	0	1	88	0	0	0	0	0	0	2008	81000
436	10667	1	0	0	1	1	1	1996	1996	385	344	70	799	1	827	834	0	1661	1	0	2	1	3	1	6	1	2	550	1	158	61	0	0	0	0	0	2009	212000
437	4400	1	0	1	1	1	1	1920	1950	0	0	648	648	1	734	384	0	1118	0	0	1	0	2	1	6	0	2	440	1	0	0	0	0	0	0	0	2006	116000
438	6000	1	0	1	1	1	1	1926	2004	0	0	884	884	1	904	0	0	904	0	0	1	0	2	1	4	0	1	180	1	0	0	105	0	0	0	0	2009	119000
439	4280	1	0	1	1	1	1	1913	2002	365	0	75	440	0	694	0	0	694	0	0	1	0	2	1	4	1	1	352	0	0	0	34	0	0	0	0	2007	90350
440	12354	1	1	1	1	1	1	1920	2000	0	0	684	684	1	684	512	0	1196	0	0	1	0	3	1	7	0	2	528	1	0	46	0	0	0	0	800	2009	110000
441	15431	1	0	1	1	1	1	2008	2008	1767	539	788	3094	1	2402	0	0	2402	1	0	2	0	2	1	10	2	3	672	1	0	72	0	0	170	0	0	2009	555000
442	12108	1	0	1	1	1	0	1955	1955	133	0	1307	1440	0	1440	0	0	1440	0	0	2	0	4	2	8	0	0	0	1	0	0	0	0	0	0	0	2008	118000
443	6240	1	0	1	1	1	1	1930	1992	0	0	1078	1078	1	1128	445	0	1573	0	0	2	0	3	1	8	1	2	360	0	0	0	0	0	0	0	0	2008	162900
444	3922	1	0	1	1	1	0	2006	2007	0	0	1258	1258	1	1258	0	0	1258	0	0	2	0	2	1	6	1	3	648	1	144	16	0	0	0	0	0	2007	172500
445	8750	1	0	1	1	1	1	1994	1995	642	0	273	915	1	933	975	0	1908	1	0	2	1	4	1	8	1	2	493	1	144	133	0	0	0	0	0	2008	210000
446	9855	1	0	1	1	1	1	1956	1956	0	0	1436	1436	1	1689	0	0	1689	0	0	1	0	3	1	7	1	2	480	1	0	0	0	0	0	0	0	2009	127500
447	16492	1	0	0	1	1	1	1966	2002	247	713	557	1517	1	1888	0	0	1888	0	0	2	1	2	1	6	1	2	578	1	0	0	0	0	0	0	0	2010	190000
448	11214	1	0	0	1	1	1	1998	1999	0	0	930	930	1	956	930	0	1886	0	0	2	1	4	1	10	1	2	431	1	89	0	0	0	0	0	0	2006	199900
449	8600	1	0	1	0	1	1	1937	1950	0	0	780	780	1	780	596	0	1376	0	0	2	0	3	1	7	1	1	198	0	0	0	0	0	0	0	0	2006	119500
450	6000	1	0	1	1	1	1	1948	2002	331	0	318	649	1	679	504	0	1183	0	0	1	1	2	1	6	0	1	308	1	0	176	0	0	0	0	0	2007	120000
451	5684	1	0	1	1	1	1	1930	2005	0	0	813	813	1	813	0	0	813	0	0	1	0	2	1	5	0	1	270	0	0	113	0	0	0	0	0	2006	110000
452	70761	1	0	0	0	0	1	1975	1975	655	0	878	1533	1	1533	0	0	1533	1	0	2	0	2	1	5	2	2	576	1	200	54	0	0	0	0	0	2006	280000
453	9303	1	0	0	1	1	1	1996	1997	742	0	130	872	1	888	868	0	1756	1	0	2	1	3	1	7	0	2	422	1	144	122	0	0	0	0	0	2007	204000
454	9000	1	0	1	1	1	1	2008	2008	0	0	768	768	1	786	804	0	1590	0	0	2	1	3	1	6	0	2	676	1	0	30	0	0	0	0	0	2009	210000
455	9297	1	0	1	1	1	0	1976	1976	1606	0	122	1728	1	1728	0	0	1728	2	0	2	0	4	2	8	0	2	560	1	0	0	0	0	0	0	0	2006	188000
456	9600	1	0	1	1	1	1	1973	1973	916	0	326	1242	1	1242	0	0	1242	0	0	1	1	3	1	6	1	2	528	1	0	0	0	0	0	0	0	2007	175500
457	4571	1	1	1	1	1	1	1916	1950	0	0	624	624	0	624	720	0	1344	0	0	1	0	4	1	7	0	3	513	1	0	0	96	0	0	0	0	2008	98000
458	53227	1	0	0	0	0	1	1954	1994	1116	0	248	1364	1	1663	0	0	1663	1	0	1	0	2	1	6	2	2	529	1	224	137	0	0	0	0	0	2008	256000
459	5100	1	1	1	1	1	1	1925	1996	0	0	588	588	1	833	833	0	1666	0	0	1	0	3	1	7	1	1	228	1	192	63	0	0	0	0	0	2008	161000
460	7015	1	0	0	0	1	1	1950	1950	185	0	524	709	1	979	224	0	1203	1	0	1	0	3	1	5	1	1	352	1	0	0	248	0	0	0	0	2009	110000
461	8004	1	0	0	1	1	1	2009	2009	544	0	288	832	1	832	1103	0	1935	1	0	2	1	3	1	8	0	2	552	1	0	150	0	0	0	0	0	2009	263435
462	7200	1	0	1	1	1	1	1936	2007	350	210	0	560	1	575	560	0	1135	1	0	1	0	3	1	6	0	2	576	1	256	0	0	0	0	0	0	2009	155000
463	8281	1	0	0	1	1	1	1965	1965	553	311	0	864	1	864	0	0	864	0	0	1	0	3	1	5	1	1	360	1	0	0	236	0	0	0	0	2009	62383
464	11988	1	0	0	0	0	1	1934	1995	326	0	389	715	1	849	811	0	1660	0	0	1	1	3	1	6	1	1	240	1	0	0	0	0	0	0	0	2008	188700
465	8430	1	0	1	0	0	1	1978	1978	616	0	424	1040	1	1040	0	0	1040	0	0	2	0	3	1	5	0	0	0	1	0	0	0	0	0	0	0	2009	124000
466	3072	1	0	1	1	1	0	2004	2004	0	0	1375	1375	1	1414	0	0	1414	0	0	2	0	2	1	6	1	2	398	1	144	20	0	0	0	0	0	2006	178740
467	10628	1	0	1	1	1	1	1970	1970	778	0	499	1277	1	1277	0	0	1277	1	0	1	0	2	1	5	1	2	526	1	0	0	0	0	176	0	0	2007	167000
468	9480	1	0	1	1	1	1	1942	1995	386	0	342	728	1	888	756	0	1644	0	0	1	1	3	1	7	2	1	312	1	168	0	0	0	0	0	0	2007	146500
469	11428	1	0	0	1	1	1	2006	2006	0	0	1626	1626	1	1634	0	0	1634	0	0	2	0	3	1	7	1	3	866	1	0	44	0	0	0	0	0	2007	250000
470	9291	1	0	0	1	1	1	1993	1993	426	0	406	832	1	832	878	0	1710	0	0	2	1	3	1	7	0	2	506	1	144	70	0	0	0	0	0	2008	187000
471	6820	1	0	0	1	1	0	1985	1985	368	1120	0	1488	1	1502	0	0	1502	1	0	1	1	1	1	4	0	2	528	1	0	54	0	0	140	0	0	2010	212000
472	11952	1	0	1	1	1	1	1977	1977	0	0	808	808	1	1161	808	0	1969	0	0	2	1	3	1	8	1	2	534	1	0	0	0	0	276	0	0	2007	190000
473	3675	1	0	1	1	1	0	2005	2005	459	0	88	547	1	1072	0	0	1072	1	0	1	0	2	1	5	0	2	525	1	0	28	0	0	0	0	0	2008	148000
474	14977	1	0	0	1	1	1	2006	2007	1350	0	626	1976	1	1976	0	0	1976	1	0	2	0	2	1	7	1	3	908	1	250	63	0	0	0	0	0	2007	440000
475	5330	1	0	1	1	1	0	2000	2000	1196	0	298	1494	1	1652	0	0	1652	1	0	2	0	2	1	6	0	2	499	1	96	48	0	0	0	0	0	2007	251000
476	8480	1	0	1	1	1	1	1963	1963	630	0	340	970	1	970	0	0	970	1	0	1	0	2	1	5	0	2	624	1	0	24	0	0	192	0	0	2007	132500
477	13125	1	0	1	1	0	1	1997	1998	994	0	484	1478	1	1493	0	0	1493	1	0	2	0	3	1	7	1	2	508	1	140	39	0	0	0	0	0	2008	208900
